gene_id,SRR2085160,SRR2085161,SRR2085162,SRR2085163,SRR2085164,SRR2085165
ENSG00000255717,2674,3010,2661,5226,5454,4145
ENSG00000168003,3169,4736,4069,14392,28307,10874
ENSG00000168539,11,26,26,0,0,0
ENSG00000254454,3,16,18,0,0,0
ENSG00000250659,1,0,0,3,6,0
ENSG00000255508,410,15694,3230,3205,213,1118
ENSG00000149480,4028,5877,5624,8370,6309,6183
ENSG00000185085,897,1329,1152,1680,1029,1184
ENSG00000214756,312,494,595,181,214,114
ENSG00000206597,1,5,1,1,1,2
ENSG00000204922,350,692,431,666,497,486
ENSG00000177363,13,12,7,0,0,5
ENSG00000234857,594,1939,943,1194,688,655
ENSG00000162188,11,20,24,0,14,10
ENSG00000214753,3350,5424,5491,9370,8312,7208
ENSG00000267811,1,9,3,5,7,2
ENSG00000269176,69,78,80,31,21,36
ENSG00000185475,1212,1491,1333,968,704,843
ENSG00000269463,8,8,4,0,3,3
ENSG00000264442,2,4,2,1,5,5
ENSG00000256690,130,62,105,50,90,33
ENSG00000222328,121,6,1,57,27,1
ENSG00000257002,23,15,22,0,0,0
ENSG00000182450,0,0,0,0,0,0
ENSG00000207024,0,0,0,0,0,0
ENSG00000219435,2,1,12,20,1,11
ENSG00000257069,12,10,0,0,7,0
ENSG00000173486,1195,1308,1145,1418,1255,1179
ENSG00000173457,3679,5362,4552,8523,5981,6080
ENSG00000256940,22,33,39,189,198,133
ENSG00000257086,61,61,98,84,161,97
ENSG00000149782,596,903,678,4786,4092,3901
ENSG00000002330,417,716,425,1460,1312,1157
ENSG00000173264,803,1205,1039,610,638,502
ENSG00000236935,7,10,11,0,0,0
ENSG00000168071,100,127,105,165,298,193
ENSG00000181908,3,12,0,0,0,0
ENSG00000168065,10,11,10,0,0,0
ENSG00000068831,9,13,0,0,17,6
ENSG00000068976,21,14,14,0,3,5
ENSG00000162302,630,1426,1098,5292,2803,4620
ENSG00000221273,0,0,0,1,0,0
ENSG00000173153,1464,2314,1888,2309,2076,1908
ENSG00000173113,2491,3535,3555,6238,3319,4294
ENSG00000126432,3401,4131,3716,7657,8677,7094
ENSG00000269290,8,4,25,5,9,2
ENSG00000168067,583,1051,899,601,761,524
ENSG00000168066,5029,8750,7699,12233,8782,10292
ENSG00000269038,7,26,15,10,3,6
ENSG00000133895,991,1624,1453,2200,1546,1670
ENSG00000197847,6,0,5,14,19,50
ENSG00000014138,810,1297,1236,2361,801,1597
ENSG00000149798,216,324,267,1818,1502,1393
ENSG00000173825,15,34,31,0,0,0
ENSG00000133884,1044,1562,1491,1954,1914,1533
ENSG00000255478,0,0,0,0,0,0
ENSG00000162241,611,923,840,12,26,26
ENSG00000126391,644,998,807,1808,1507,1866
ENSG00000171219,1037,1388,1228,1253,1249,1178
ENSG00000110047,475,680,542,6367,5266,4833
ENSG00000230835,0,0,1,0,0,0
ENSG00000207648,0,0,0,0,0,0
ENSG00000229719,0,0,0,0,0,0
ENSG00000110046,637,1142,902,1005,938,1049
ENSG00000068971,334,468,435,616,1038,688
ENSG00000149735,0,8,0,0,7,0
ENSG00000168070,14,65,32,0,6,0
ENSG00000168062,3,1,6,25,31,23
ENSG00000273003,0,0,0,0,0,7
ENSG00000213465,837,1418,1057,2067,1863,1477
ENSG00000270775,0,0,2,0,0,0
ENSG00000110025,434,674,707,535,925,460
ENSG00000168061,356,656,393,601,223,434
ENSG00000168060,4,9,6,212,117,101
ENSG00000266123,0,0,0,0,0,0
ENSG00000146670,1093,2300,1976,3186,920,1915
ENSG00000162300,126,177,228,245,240,188
ENSG00000187066,429,636,487,844,964,676
ENSG00000149823,1235,2160,1628,1831,1709,1501
ENSG00000149809,1741,2100,2009,525,283,478
ENSG00000174276,208,505,206,373,220,225
ENSG00000149806,6606,8573,8397,11564,7295,8590
ENSG00000162298,1191,1658,1968,1788,2326,1928
ENSG00000149792,3597,4142,4821,3531,1925,2659
ENSG00000254455,0,0,0,1,0,0
ENSG00000222477,0,0,0,0,0,0
ENSG00000255058,0,0,0,0,0,0
ENSG00000204710,0,4,0,0,0,0
ENSG00000254614,13,11,0,142,75,135
ENSG00000014216,1563,1866,1133,23761,16536,20575
ENSG00000203400,2,0,1,3,0,0
ENSG00000267804,4,0,2,0,0,0
ENSG00000254501,9,5,5,28,14,12
ENSG00000255173,1,0,0,0,0,0
ENSG00000255200,2,6,0,23,23,27
ENSG00000249251,1,2,0,2,1,2
ENSG00000173727,15,23,28,0,3,0
ENSG00000245532,7286,10982,14923,8918,28564,18850
ENSG00000270117,0,0,0,0,0,0
ENSG00000251562,9275,7539,7253,2429,11724,6260
ENSG00000173338,4,0,7,6,14,7
ENSG00000173465,369,652,499,1180,631,833
ENSG00000260233,29,36,35,10,8,6
ENSG00000176973,1270,1677,1342,825,960,959
ENSG00000173442,199,285,231,2758,4470,2791
ENSG00000269018,0,0,0,0,0,0
ENSG00000142186,2626,3467,3275,3373,2904,2690
ENSG00000168056,615,1303,710,1917,1982,1626
ENSG00000179292,8,0,0,0,8,0
ENSG00000174684,371,668,556,472,331,431
ENSG00000174791,7,32,11,2327,2632,2034
ENSG00000254756,0,3,5,1,6,3
ENSG00000174744,1177,1434,1479,4042,1942,2976
ENSG00000254510,0,0,0,0,0,0
ENSG00000255468,32,84,66,23,18,27
ENSG00000174669,1608,2389,2286,856,687,812
ENSG00000173327,1197,2295,1688,2118,2127,1812
ENSG00000197136,1864,3802,3324,3529,3336,3453
ENSG00000213445,413,538,411,419,451,312
ENSG00000173039,1590,2327,2083,3889,3811,3443
ENSG00000239356,0,0,0,0,0,0
ENSG00000172977,708,947,1031,1051,877,988
ENSG00000172922,1204,1584,1388,1330,706,953
ENSG00000214659,0,0,3,0,1,0
ENSG00000255557,0,0,0,3,5,0
ENSG00000255120,0,7,4,0,0,0
ENSG00000172818,263,352,370,82,49,53
ENSG00000255404,0,0,0,0,0,0
ENSG00000172757,17950,24753,23219,53771,34786,41074
ENSG00000172803,27,29,47,33,14,53
ENSG00000172732,659,1044,1056,1298,1651,1133
ENSG00000172638,13,24,44,779,1269,586
ENSG00000172543,3,0,0,0,0,0
ENSG00000172500,2331,3124,2816,3025,2626,2287
ENSG00000175592,5,6,19,10719,11068,6642
ENSG00000175550,1280,1664,1504,7629,6293,5029
ENSG00000175513,1,0,2,0,0,0
ENSG00000175467,1281,2052,1970,3458,2262,2412
ENSG00000254867,0,0,0,0,0,0
ENSG00000175376,575,840,916,1553,771,1201
ENSG00000175334,2601,3753,3794,5593,3406,3819
ENSG00000175315,0,0,0,86,17,63
ENSG00000175294,0,0,0,2,0,0
ENSG00000175229,0,0,0,0,3,0
ENSG00000087365,5833,8517,8343,12685,7815,9148
ENSG00000238752,0,0,0,0,1,0
ENSG00000255038,0,0,0,0,0,0
ENSG00000238763,0,0,0,0,0,0
ENSG00000175115,748,837,593,3114,3901,3249
ENSG00000174996,1120,1561,1516,2624,2583,2353
ENSG00000254855,0,0,8,3,5,1
ENSG00000254762,0,0,0,0,0,0
ENSG00000174903,6687,9047,8643,9503,7885,8060
ENSG00000254452,0,4,0,4,0,0
ENSG00000174871,9,17,11,5,21,9
ENSG00000174851,1490,2116,1618,2323,2254,1800
ENSG00000266041,2,1,2,2,4,1
ENSG00000265874,3,3,3,0,2,1
ENSG00000254470,310,673,495,427,577,407
ENSG00000175827,11,59,34,70,26,98
ENSG00000175602,200,645,229,958,639,553
ENSG00000175573,591,883,745,1809,1867,1470
ENSG00000255320,26,19,15,25,13,24
ENSG00000254461,11,24,23,0,31,29
ENSG00000245156,209,304,375,213,299,236
ENSG00000173715,423,453,432,416,668,519
ENSG00000254984,0,3,3,0,0,1
ENSG00000213409,8,0,7,3,15,0
ENSG00000173653,335,494,473,816,581,674
ENSG00000173227,28,16,10,329,316,375
ENSG00000173599,971,1585,1374,2015,3440,2319
ENSG00000173621,246,525,263,969,614,676
ENSG00000239099,0,0,0,0,0,0
ENSG00000266423,0,0,0,0,0,0
ENSG00000173156,517,715,476,3007,2192,1869
ENSG00000254596,0,3,2,0,0,0
ENSG00000174516,372,520,454,295,219,261
ENSG00000255517,65,119,98,25,28,40
ENSG00000254986,2032,2538,2353,4030,3420,3434
ENSG00000256349,0,0,0,0,0,0
ENSG00000174483,583,819,711,573,712,581
ENSG00000174165,297,455,322,345,368,247
ENSG00000248746,3,16,0,0,0,0
ENSG00000250105,0,0,0,0,0,0
ENSG00000174080,938,1048,1006,66,211,82
ENSG00000173992,675,993,852,686,691,617
ENSG00000199325,0,6,2,2,2,0
ENSG00000239306,1063,2188,2350,3914,1723,2964
ENSG00000173933,2373,3296,3317,4099,2788,3084
ENSG00000248643,72,97,27,119,148,60
ENSG00000173914,448,727,678,705,527,634
ENSG00000173898,2009,3989,2803,1731,1838,1713
ENSG00000174547,1038,1669,1322,2200,1202,1549
ENSG00000269990,189,176,147,113,89,100
ENSG00000182791,17,36,60,3,7,6
ENSG00000258297,217,322,224,174,210,219
ENSG00000239553,1,0,0,0,0,0
ENSG00000179038,0,3,0,0,0,0
ENSG00000173120,2476,4038,3897,4434,4402,4470
ENSG00000238892,1,0,0,0,0,0
ENSG00000173020,3058,5563,4554,2943,3607,2658
ENSG00000172932,977,1199,1024,1160,1349,1229
ENSG00000172830,620,946,670,2658,4034,2955
ENSG00000175482,707,724,567,1573,2317,1322
ENSG00000256514,0,0,0,2,6,3
ENSG00000201684,0,2,0,2,0,4
ENSG00000175505,0,5,7,301,392,311
ENSG00000172613,270,551,523,411,189,377
ENSG00000172531,2631,3882,3835,7969,5828,6352
ENSG00000175463,130,96,307,0,0,0
ENSG00000172508,454,537,496,5,9,8
ENSG00000175634,2343,2444,2839,2651,1875,2055
ENSG00000255949,0,0,0,0,0,0
ENSG00000172725,1732,3143,2500,2484,2701,2451
ENSG00000175514,0,0,0,0,0,0
ENSG00000175544,8,4,7,0,12,6
ENSG00000269913,0,2,0,0,0,0
ENSG00000270169,0,0,0,0,0,0
ENSG00000172663,1418,1790,1747,625,757,647
ENSG00000110711,782,1211,1009,780,704,593
ENSG00000110697,469,1038,642,1623,2251,1610
ENSG00000167791,0,0,0,0,0,0
ENSG00000253024,1,0,0,0,0,0
ENSG00000213402,35,95,90,7,48,5
ENSG00000167797,1533,2380,1938,1611,1251,1285
ENSG00000167799,1189,2139,2198,98,124,133
ENSG00000167792,4765,7059,7176,5517,4281,4246
ENSG00000231793,41,77,118,0,11,0
ENSG00000255318,23,39,65,0,0,0
ENSG00000239559,29,42,31,99,56,65
ENSG00000254447,1,1,2,3,1,1
ENSG00000132744,0,0,0,0,4,0
ENSG00000227834,0,0,0,0,0,0
ENSG00000132746,516,1407,1515,31,24,87
ENSG00000167800,32,94,132,0,0,0
ENSG00000221553,1,0,0,0,0,0
ENSG00000254610,0,3,0,0,0,0
ENSG00000254850,0,0,0,0,0,0
ENSG00000227620,6,6,8,0,0,0
ENSG00000160172,307,377,413,135,147,92
ENSG00000110057,284,586,394,668,391,546
ENSG00000006534,34,106,99,38,73,72
ENSG00000110717,1822,3165,2193,2641,1693,2058
ENSG00000255306,10,26,28,10,2,9
ENSG00000266737,1,1,1,1,1,1
ENSG00000110719,358,681,523,1590,1618,1772
ENSG00000255031,21,34,49,20,38,30
ENSG00000110721,860,952,911,239,246,201
ENSG00000110066,945,1423,1297,1065,1169,1073
ENSG00000171067,1009,1392,1266,2554,1846,1906
ENSG00000162337,1159,2763,1968,2693,2554,2393
ENSG00000110075,2520,4138,3443,4524,3790,3914
ENSG00000254856,0,0,0,0,0,0
ENSG00000212093,0,0,0,0,0,0
ENSG00000260808,7,5,8,9,7,7
ENSG00000222339,1,0,0,0,0,0
ENSG00000255741,10,8,6,8,0,0
ENSG00000132749,284,594,456,204,273,203
ENSG00000110090,4297,5310,5206,3696,3631,2856
ENSG00000069482,558,1190,713,178,49,164
ENSG00000250508,3,11,11,13,3,9
ENSG00000255980,0,0,0,0,0,0
ENSG00000162341,253,376,361,688,708,768
ENSG00000265539,0,2,2,1,0,0
ENSG00000197345,1084,1520,1341,1304,745,926
ENSG00000132740,332,592,541,768,594,617
ENSG00000255606,0,0,0,0,0,0
ENSG00000261347,0,0,0,0,0,0
ENSG00000255774,0,0,0,0,0,3
ENSG00000149716,272,503,496,763,1018,785
ENSG00000110092,5572,10303,7488,15741,11623,12343
ENSG00000162105,376,762,638,352,549,647
ENSG00000226627,0,0,0,3,0,0
ENSG00000236262,0,0,0,0,0,0
ENSG00000207196,0,0,0,0,0,0
ENSG00000171671,0,0,0,0,0,0
ENSG00000263744,0,0,0,0,0,0
ENSG00000227726,2,5,0,3,0,2
ENSG00000131620,0,0,0,5842,4244,3971
ENSG00000255143,0,0,0,0,2,0
ENSG00000254902,0,0,0,0,0,0
ENSG00000254721,0,0,0,0,0,0
ENSG00000131626,1289,2442,2362,2125,2278,1983
ENSG00000221333,0,0,0,0,0,0
ENSG00000246889,21,61,65,11,24,32
ENSG00000085733,5019,5832,5494,14892,14134,13609
ENSG00000168040,757,932,816,2020,1279,1367
ENSG00000255329,2,0,2,1,0,0
ENSG00000254604,13,14,12,4,0,5
ENSG00000254484,3,0,0,0,0,0
ENSG00000255539,1,0,0,0,0,1
ENSG00000254495,2,3,2,3,1,0
ENSG00000244411,2,0,4,0,2,0
ENSG00000241233,1,0,0,0,0,0
ENSG00000254997,2,0,3,0,0,0
ENSG00000204572,2,0,1,0,0,0
ENSG00000248903,0,0,0,0,0,0
ENSG00000204571,0,0,0,0,0,0
ENSG00000184055,0,1,1,0,0,0
ENSG00000255562,0,0,0,0,0,0
ENSG00000255261,0,0,0,0,0,0
ENSG00000187811,2,0,0,4,0,0
ENSG00000158483,376,614,607,441,428,336
ENSG00000248671,7,32,26,4,11,10
ENSG00000214534,0,0,16,10,10,7
ENSG00000254978,13,20,10,7,1,7
ENSG00000264091,3,6,7,3,2,1
ENSG00000225805,0,0,0,0,0,0
ENSG00000254469,20,48,41,68,54,42
ENSG00000228915,10,18,22,2,9,7
ENSG00000254593,12,9,12,17,10,11
ENSG00000266859,2,3,0,0,0,0
ENSG00000172893,2894,4164,4044,9474,6965,9116
ENSG00000172890,1618,1926,1657,2947,2278,2516
ENSG00000254924,0,0,1,0,0,0
ENSG00000254682,24,36,39,105,81,120
ENSG00000213365,0,0,0,0,0,2
ENSG00000186642,17,42,31,59,135,78
ENSG00000256633,0,0,0,39,35,27
ENSG00000272036,0,0,0,0,0,0
ENSG00000251919,0,0,0,0,0,0
ENSG00000255808,0,0,0,0,0,0
ENSG00000162129,897,1690,1431,1133,875,881
ENSG00000255843,0,2,14,4,0,0
ENSG00000256739,0,0,0,0,0,0
ENSG00000255672,0,0,0,0,0,0
ENSG00000256403,0,0,0,0,0,0
ENSG00000175591,31,48,42,659,894,723
ENSG00000260401,36,27,25,798,762,617
ENSG00000171631,0,5,8,39,15,83
ENSG00000186635,1206,1998,1648,3413,3386,3097
ENSG00000256007,0,0,0,0,0,0
ENSG00000244134,0,0,2,0,0,0
ENSG00000214530,1086,1114,928,869,1131,679
ENSG00000265064,0,0,0,0,0,0
ENSG00000245148,5,7,9,8,9,11
ENSG00000202522,2,1,3,0,4,0
ENSG00000257038,0,4,0,2,0,3
ENSG00000110237,191,390,244,920,1309,1116
ENSG00000266866,0,0,0,0,1,0
ENSG00000054967,124,261,215,555,415,623
ENSG00000256928,0,0,0,0,0,0
ENSG00000137522,438,686,596,1062,917,832
ENSG00000255296,0,0,0,0,0,0
ENSG00000137496,344,495,398,115,349,245
ENSG00000137497,8441,14350,11965,8359,7840,7682
ENSG00000206783,0,0,0,0,0,0
ENSG00000263742,0,0,0,0,0,0
ENSG00000212089,0,0,0,0,0,0
ENSG00000184154,463,686,593,273,207,1001
ENSG00000110200,681,726,779,2112,1186,884
ENSG00000257075,0,0,0,0,14,12
ENSG00000110203,3,0,0,214,517,364
ENSG00000256518,0,0,0,0,0,0
ENSG00000204971,0,0,0,0,0,0
ENSG00000255860,0,0,0,4,0,9
ENSG00000110195,0,0,0,17,0,0
ENSG00000165457,0,0,0,0,0,0
ENSG00000165458,1572,2934,2696,2891,3257,4024
ENSG00000165462,0,0,0,0,0,0
ENSG00000251143,96,432,402,159,379,152
ENSG00000149357,2805,3283,3081,6031,3619,4371
ENSG00000238768,2,0,0,0,0,0
ENSG00000168010,245,443,387,337,1101,412
ENSG00000137478,209,373,300,811,1017,614
ENSG00000206638,0,0,0,0,0,0
ENSG00000234751,3,1,1,4,4,1
ENSG00000256448,0,0,0,0,5,0
ENSG00000255786,0,0,0,0,0,0
ENSG00000256148,0,2,0,3,1,1
ENSG00000231726,0,0,0,0,0,0
ENSG00000054965,1389,1971,1805,1613,2135,1719
ENSG00000021300,2249,2566,2196,8,5,38
ENSG00000175582,2034,2858,2743,6437,10317,5628
ENSG00000255928,0,0,0,0,0,0
ENSG00000256034,0,0,0,0,0,0
ENSG00000175581,755,1036,951,1323,706,1021
ENSG00000199975,0,1,0,0,1,0
ENSG00000256681,0,0,0,0,0,0
ENSG00000256189,1,0,0,3,0,0
ENSG00000187726,0,0,0,10,14,29
ENSG00000255847,0,0,0,0,37,21
ENSG00000175564,29,35,70,13,10,28
ENSG00000175575,721,897,853,998,763,617
ENSG00000181924,2252,2666,2424,2522,1416,1744
ENSG00000256898,5,5,5,0,2,2
ENSG00000256360,4,4,0,11,4,10
ENSG00000212961,0,0,0,0,4,1
ENSG00000254631,0,0,0,0,0,0
ENSG00000264402,0,0,0,0,0,0
ENSG00000255440,0,0,0,0,0,0
ENSG00000175538,0,0,0,0,0,0
ENSG00000254928,0,0,0,0,0,0
ENSG00000254974,0,0,0,0,0,3
ENSG00000165434,59,140,125,616,702,790
ENSG00000255444,2,2,1,2,1,1
ENSG00000227615,159,123,151,288,274,187
ENSG00000168014,676,1376,1149,1143,911,989
ENSG00000214517,1558,2291,2089,3302,2721,2974
ENSG00000200649,0,0,0,0,0,0
ENSG00000149380,6,8,9,25,66,21
ENSG00000246211,0,0,0,0,0,0
ENSG00000256098,2,0,0,0,0,0
ENSG00000206913,1,0,0,0,5,1
ENSG00000175536,63,141,109,27,35,18
ENSG00000077514,488,836,791,1355,764,1083
ENSG00000254837,186,315,327,52,58,61
ENSG00000254500,1,0,0,3,0,3
ENSG00000213333,2,3,1,7,5,7
ENSG00000162139,201,627,508,365,519,403
ENSG00000255136,0,0,0,0,0,0
ENSG00000255460,0,0,0,0,0,0
ENSG00000261594,3,12,20,0,0,1
ENSG00000255395,0,4,0,0,0,0
ENSG00000137491,3,0,0,3,0,0
ENSG00000254475,0,0,0,0,0,0
ENSG00000264095,0,0,0,0,0,0
ENSG00000166435,176,323,408,695,381,603
ENSG00000166439,623,1216,968,1251,1370,1057
ENSG00000241170,24,41,39,19,25,23
ENSG00000265344,0,0,0,0,0,0
ENSG00000118363,1659,2004,1977,2771,1696,2058
ENSG00000200152,0,1,0,3,0,2
ENSG00000242999,2,2,0,7,0,13
ENSG00000254963,0,0,0,0,0,0
ENSG00000137486,720,1181,1074,14,16,15
ENSG00000199090,0,0,0,0,0,0
ENSG00000254429,123,119,120,0,0,0
ENSG00000149257,37,145,92,11905,7534,7611
ENSG00000166391,156,233,138,0,0,0
ENSG00000158555,121,221,218,114,161,151
ENSG00000254460,0,0,0,0,0,0
ENSG00000247867,0,0,0,0,0,0
ENSG00000062282,1272,1393,1245,186,303,165
ENSG00000254826,0,7,5,0,0,3
ENSG00000254814,0,0,0,0,0,0
ENSG00000255507,5,11,8,2,3,0
ENSG00000200256,0,0,0,0,0,0
ENSG00000199362,0,0,1,0,0,0
ENSG00000198382,324,578,551,699,862,629
ENSG00000255255,0,0,0,0,0,0
ENSG00000255081,0,0,0,0,1,0
ENSG00000223013,0,0,0,0,0,0
ENSG00000254915,0,0,0,0,0,0
ENSG00000255421,4,0,3,4,2,0
ENSG00000179240,39,124,147,28,26,23
ENSG00000271757,0,3,5,2,0,0
ENSG00000201756,0,0,0,0,0,0
ENSG00000272301,3,16,23,6,0,1
ENSG00000255135,114,142,146,129,77,79
ENSG00000137492,714,1403,1171,2574,2248,1929
ENSG00000236304,0,4,14,0,0,0
ENSG00000137507,38,71,49,0,0,0
ENSG00000158636,582,1237,1053,746,673,701
ENSG00000149273,20349,28846,26884,55983,43304,41358
ENSG00000206941,3,1,1,1,2,4
ENSG00000207445,9,7,1,6,5,12
ENSG00000149243,202,371,293,19,34,9
ENSG00000224829,4,5,4,4,3,5
ENSG00000137474,0,8,4,51,22,70
ENSG00000149260,361,765,882,78,241,102
ENSG00000254550,0,3,1,0,0,1
ENSG00000149269,8,27,16,3387,3573,2793
ENSG00000268635,0,0,0,0,3,3
ENSG00000182704,920,1283,1077,2325,3199,2737
ENSG00000255100,16,23,9,3,7,6
ENSG00000078124,693,1134,1080,3049,3661,2894
ENSG00000212030,0,0,0,0,0,0
ENSG00000261578,259,224,225,58,91,75
ENSG00000254988,2,0,0,0,0,0
ENSG00000149256,3,29,0,723,1333,852
ENSG00000254563,0,0,0,4,0,0
ENSG00000266550,0,0,0,0,0,0
ENSG00000255345,0,0,0,0,0,0
ENSG00000254885,0,0,0,0,0,0
ENSG00000211997,0,0,0,2,1,0
ENSG00000266570,0,0,0,0,0,1
ENSG00000238880,0,0,1,0,0,0
ENSG00000178301,72,87,80,14,21,27
ENSG00000271767,0,0,2,0,0,0
ENSG00000074201,1771,3047,2448,3872,2799,2655
ENSG00000048649,706,1633,1352,1618,2217,1616
ENSG00000206816,0,0,0,0,0,0
ENSG00000255409,0,2,1,3,0,0
ENSG00000087884,87,148,146,229,210,233
ENSG00000254459,0,5,0,0,0,0
ENSG00000255449,0,1,0,10,5,7
ENSG00000149262,528,951,870,1173,830,899
ENSG00000255115,0,2,0,3,3,0
ENSG00000254829,0,0,0,0,0,0
ENSG00000151364,0,0,3,771,388,605
ENSG00000259112,0,0,0,0,0,0
ENSG00000254675,0,0,0,0,0,0
ENSG00000151366,2825,3445,3640,3317,1990,2222
ENSG00000159063,1548,2038,1896,1564,1108,1182
ENSG00000246174,51,86,67,31,27,36
ENSG00000188997,595,633,659,429,505,532
ENSG00000118369,288,509,363,347,486,439
ENSG00000033327,105,172,126,122,146,201
ENSG00000254420,0,0,3,0,0,2
ENSG00000254649,0,0,0,0,0,0
ENSG00000137513,643,1119,979,1287,964,802
ENSG00000255084,0,0,0,0,0,0
ENSG00000254985,2,2,3,2,3,3
ENSG00000227376,2,6,2,13,10,14
ENSG00000219529,20,7,15,25,15,13
ENSG00000254691,5,4,4,0,0,0
ENSG00000241782,1,0,0,0,0,6
ENSG00000151365,329,213,234,0,0,3
ENSG00000252494,2,0,0,0,3,0
ENSG00000251323,5,0,7,0,20,8
ENSG00000245832,0,0,0,0,0,0
ENSG00000264110,0,0,0,0,0,0
ENSG00000254511,0,0,0,0,0,0
ENSG00000252592,0,0,0,0,0,0
ENSG00000255246,0,0,0,0,0,0
ENSG00000227097,432,582,435,308,737,216
ENSG00000255051,12,0,0,0,0,0
ENSG00000137509,825,997,849,1825,1957,1398
ENSG00000254441,0,0,0,0,0,0
ENSG00000238995,0,0,0,0,0,0
ENSG00000165490,571,986,844,1135,456,878
ENSG00000254698,0,0,0,0,0,0
ENSG00000137502,273,528,605,233,303,290
ENSG00000254522,0,0,0,0,0,2
ENSG00000207221,0,0,0,0,0,0
ENSG00000246067,230,342,333,177,153,168
ENSG00000255503,0,0,7,0,0,0
ENSG00000255010,0,0,3,0,0,0
ENSG00000242279,3,4,0,7,2,3
ENSG00000165494,786,1763,1646,1432,1666,1346
ENSG00000247137,45,68,60,30,32,30
ENSG00000137494,391,429,386,502,571,396
ENSG00000255541,0,1,0,1,1,1
ENSG00000254551,0,0,0,0,0,0
ENSG00000137500,682,833,848,1428,1429,1092
ENSG00000255234,1,5,3,0,0,0
ENSG00000255003,0,0,0,0,0,0
ENSG00000254676,14,16,11,4,7,12
ENSG00000269939,1,1,1,1,1,1
ENSG00000241020,3,1,1,4,1,1
ENSG00000171204,671,1021,1012,1172,954,951
ENSG00000171202,521,651,631,760,535,512
ENSG00000179071,5,3,3,7,0,6
ENSG00000137504,1298,2977,2811,1566,1786,1564
ENSG00000254479,2,0,3,0,0,3
ENSG00000215504,0,3,5,8,0,5
ENSG00000150676,34,112,34,0,0,0
ENSG00000255005,0,0,2,0,0,0
ENSG00000150672,159,105,103,13,15,8
ENSG00000255311,0,0,0,0,0,0
ENSG00000254629,0,0,0,1,1,1
ENSG00000250257,0,0,0,0,0,0
ENSG00000264838,0,0,0,0,0,0
ENSG00000254713,0,0,0,0,0,0
ENSG00000240174,0,0,0,0,0,0
ENSG00000254787,0,0,0,0,0,0
ENSG00000255555,0,0,0,0,0,0
ENSG00000255396,0,0,0,0,0,0
ENSG00000254684,0,0,0,0,0,0
ENSG00000254897,0,0,0,0,0,0
ENSG00000206583,0,0,0,0,0,0
ENSG00000256466,1,1,1,0,0,0
ENSG00000213305,3,3,1,25,7,12
ENSG00000137501,1740,1911,1044,235,135,370
ENSG00000254783,27,9,15,26,9,15
ENSG00000255222,3,0,1,0,0,3
ENSG00000074266,508,724,693,1233,652,703
ENSG00000149201,9,10,39,8,18,8
ENSG00000239856,0,2,0,2,3,2
ENSG00000149196,770,1007,842,1657,1161,1156
ENSG00000073921,2591,3920,3706,7296,8310,6780
ENSG00000254748,0,0,0,0,0,0
ENSG00000246523,8,25,24,0,5,0
ENSG00000254733,0,0,0,0,0,0
ENSG00000254727,0,0,0,0,1,0
ENSG00000151376,0,0,0,280,101,164
ENSG00000254731,0,0,0,0,3,0
ENSG00000255250,0,0,0,0,0,0
ENSG00000150687,70,81,122,7425,7002,5414
ENSG00000271318,0,0,0,1,3,0
ENSG00000197882,0,0,0,0,0,3
ENSG00000269895,0,0,0,3,7,3
ENSG00000255203,0,0,0,3,0,0
ENSG00000255471,8,12,18,0,0,0
ENSG00000174804,649,929,1130,135,171,125
ENSG00000109861,389,806,627,12433,9533,9184
ENSG00000166575,862,1375,1478,932,811,838
ENSG00000213287,0,0,0,0,0,0
ENSG00000254843,3,0,2,0,0,0
ENSG00000270510,11,12,9,2,11,2
ENSG00000255082,0,0,0,0,0,0
ENSG00000168959,0,0,0,0,0,0
ENSG00000207113,1,1,3,0,0,2
ENSG00000134612,907,1196,942,0,0,9
ENSG00000077616,97,209,190,26,19,22
ENSG00000168930,3,0,0,0,0,0
ENSG00000250946,0,0,0,0,0,0
ENSG00000204455,0,0,0,0,0,0
ENSG00000254558,0,0,0,0,0,0
ENSG00000189253,0,0,0,0,0,0
ENSG00000255235,0,0,0,0,0,0
ENSG00000254617,0,0,0,0,0,0
ENSG00000254785,0,0,0,0,0,0
ENSG00000255055,0,0,0,0,0,0
ENSG00000254818,0,0,0,0,0,0
ENSG00000255360,0,0,2,0,0,0
ENSG00000254655,0,0,0,0,0,0
ENSG00000204450,0,0,0,0,0,0
ENSG00000255305,0,0,0,0,0,0
ENSG00000237706,0,0,0,0,0,0
ENSG00000255184,0,0,0,0,0,0
ENSG00000204449,5,0,0,0,0,0
ENSG00000254803,0,0,0,0,0,0
ENSG00000254916,0,0,0,0,0,0
ENSG00000223709,0,0,0,0,0,0
ENSG00000255011,0,0,0,0,0,0
ENSG00000166013,5,0,2,0,0,0
ENSG00000223417,206,103,101,0,0,0
ENSG00000233802,203,102,100,0,0,0
ENSG00000225581,7,0,2,0,0,0
ENSG00000242248,3,0,0,0,0,0
ENSG00000255445,0,4,5,6,0,0
ENSG00000180773,281,392,439,445,534,465
ENSG00000165325,40,25,33,0,0,0
ENSG00000221565,0,0,0,0,0,0
ENSG00000110172,2426,4003,4713,2454,1266,1655
ENSG00000261645,0,0,0,0,0,0
ENSG00000223101,0,0,0,0,0,0
ENSG00000266703,0,0,0,0,0,0
ENSG00000221586,0,0,0,0,0,0
